text,class
Ross text me back you twat,1
The type of bitches that I like think broke is disgusting,1
RT @LosBeOnIt: Lmaoooo RT @cqminaj: When you break up with your bf and you gotta pull out your old hoe moves like http://t.co/w9ctZKcXCJ,1
"RT @__YouWEAKTho: ain't no ""WE"" in this bitch .",1
"RT @MXLLXVV: ""@VivaLAJuicyy69: ----&gt; tragedy smh RT @MXLLXVV: Niggas don't know you but will throw dirt on your name for the pussy you h&#8230;",1
@KeiveeB shut up bitch it ainn complete witout Money Melle n it,1
"Some of yall just ""popular"" cuz of yall name . These bitches be ugly",1
Fucking thirsty bitches,1
"RT @TayWest: When hoes call other hoes ""hoes"" http://t.co/39yoPnqqau",1
no flex zone.... hoe,1
I love bad bitches &#128525;&#128525;&#128525;,1
"@CiscoAllDay why she a hoe we know about 5 dudes that hit Kim, 5 these hoes out here doing that in a week",1
&#8220;@Deeiiggee: My dog like scratches at the floor before he lays down.. He's weird&#8221; buddy's normal your weird bitch,1
RT @gatorhoops: Ill-advised slant call there.,0
@TedNugent Why werent you so gung ho when you got drafted instead of shitting yourself? You seem like another Repcon Chicken hawk..,1
Nigga be a straight gentleman then he speaks bitch comes with that funky ass attitude then the gentleman shit goes out the window.,1
"RT @TooSexist: Women complain that chivalry is dead. Yes congratulations bitches, you killed it with feminism http://t.co/Mrc82ZUhOn",1
@heydenbunsyolo @jordan536633 @bird_lovin bitch no u not u look like a full breaded cracker,1
Lmfao RT @NYDailyNews: The New York @Yankees have won 27 World Series titles &#8211;&#160;the most of all-time.,0
RT @Fucking_Garza: I wanna sleep but I'm outside with this nigger lol trying to hang him,1
@TheJadedNYer nope! btw you's a hoe lol,1
"@RichHomieLexx_ tryanna explain sumn to des young boys out here now days,they don't know wat a true pimp is I be pimpin des hoes moma Lmfaoo",1
&#8220;@__thaRealist: Shawty wanna charge for pussy but I'm like whoa now&#128561;&#8221; turnt her on to cash she use to fuck for free,1
RT @dreaF_: &#8220;@VoiceOfDStreetz: Ross got Amber Rose naked these hoes ain't loyal wiz&#8221; that ain't Amber Rose tho,1
"RT @guypbenson: Confused. Are lefties using the #Bridgeghazi hashtag to mock the bridge situation as frivolous, or seriously equating the t&#8230;",0
@Max_Kellerman if it were close than we could bitch but that was going on 10 to zip on scorecards ... Rightful mercy stoppage,1
Some croquettes for you hoes,1
Time to go make the gym my bitch,1
"I aint saying you a bitch, But you be acting like a female, dog.",1
"RT @iDntLuvHoes: All I see on my timeline is
Ebola
Ebola
Ebola
I hate school 
Ebola 
Ebola
Some twitter hoes selfie
Ebola
Ebola
Pull out ga&#8230;",1
"It's lame that you can buy clothes that look like real military clothing.
If you wear it I will make fun of you.
You're a 4 star bitch.",1
RT @theSTRANGEST: ready to make today my bitch.,1
I don't put nothing pass nobody when it comes money n pussy.,1
"RT @santos_brina: I could never mess around with someone else's man, like that's just clarifying your self as a side hoe.",1
I done dun all kind of shit y'all niccas just fills shit!,1
Niggahs need to keep there bitches in check ',1
Good Mernin faggots http://t.co/3ZPTPqFkTl,1
RT @braidedcocks: @veryproudofya @poppunksucks well now I'm crying like a little bitch,1
Momma always told me I was crazy and the hoes say I'm amazing but I don't listen to a lady,1
When a bitch I don't like laugh at my joke http://t.co/9Veupu85Wj,1
@OLE_VertyBstard Yankee noodle is fucking awesome ya bastard.,1
I ain't buying no pussy I got too many followers for that,1
@andersonDrLJA i'm so sick of self serving politicians standing by while BO trashes America. #WeAreRepublicNotRegime #ImpeachObama,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | BBC Anal creampie bitch http://t.co/3XNeG5mnRk",1
one day im like harry styles is so hot the next day is who tf is this faggot,1
@fitsnews Nevermind. Still a little bitch. http://t.co/zpYPjBU5YU,1
Ayo why da hell ain't nobody hip me to these niccas! @MigosATL ... #BetterLateThanNever,1
"""Wow you are a bitch"" 
 Yes that's already been established, anything else you have to say?",1
"Don't know no ugly bitches, don't know no broke niggas. Don't know no snitch niggas",1
Free love &amp; sexual liberation SEEMED to be the dawn of lots of consequence free pussy for them 60s negroes. WHY WE ALWAYS FORGETTING HISTORY,1
I think its funny how hoes talk bout being faithful.,1
"He said we gon be paying a bitch rent, I'm not even tryna buy her an extra sweet and sour sauce at McDonalds",1
RT @BestOfMessages: Lil hoe http://t.co/kIAoQYr3I4,1
RT @pterosaur: Is Nick Jonas a hoe for squeezing his dick? Is Nick Jonas gonna have leaked nudes? Is Nick Jonas less of a role model?,1
"&#8220;@wizkhalifa: On the east coast there's colored hair everywhere. 

This must be the sweetest wave ever.&#8221; @LayaFace",0
First the white bitch wanna ask extra questions &amp; shit... &amp; be a lil bitch about everything with her skinny ass!,1
"RT @dxpperjay: You assholes know that referring to a girl as ""bitch"" doesn't make your dick any bigger, right?",1
RT @jimmerfredette: I hope the Yankees game doesn't get rained out tonight. It's going to be a special atmosphere and game. Jeter deser&#8230;,0
Bad bitches ain't cheap,1
"RT @CountOn24: bitch you love every team but the US lol RT""@rihanna: This is the game I've been waiting for! I sincerely LOVE both of these&#8230;",1
Asha my bitch doe &#128553;&#128076;,1
@AyDontJudgeMe Just come stop in this bitch cause im bout to get off,1
@mrgeology no you ignorant cement headed hillbilly. You said taxing. Cant you fuckin read you fucking knob gobbling douchebag,1
@awfulbot are you a pig or are you a bird,0
this ugly bitch need to get a new name tho you don't look like me you don't have as much followers as me #killyouself zodiac killer bitch,1
Awwwwww RT @Tyga: That ain't my hoe.,1
"I want my bitch to answer if my ex calling, with my dick in her mouth",1
@ShotMoistBoyce you be fucking with to many hoes .,1
"2 thangs my bitch can't say, ""I'm broke"" n ""ha period late""",1
What you saying hoe?,1
RT @LeBronVuitton: Joe changed her life and went back to his old bitch&#128514;&#128514; &#8220;@1stName_Bravo: @LeBronVuitton ha.. she got them bitches worked o&#8230;,1
"RT @E_Tae627: ""@KB_Three: Lil skinny bitch throw ha like a frito 
#TecoRemix""bol",1
It's a matter of pure weight ratios... A five ounce bird can not carry a one pound coconut!,0
RT @VUULibrary: It is Shakespeare's birthday. Take a look at some Shakespearean trash talk. http://t.co/JSy3UFfaIb,0
Fucc nicca,1
"RT @__SoulFlower: ""I'm against feminism I think men and women should be equal"" a bitch that don't know shit about feminism",1
"RT @_JohnFKennedy_: I choose to fuck all these bitches not because they're easy, but because I'm hard #PresidentialPounding",1
@_shegotthis yellow rice black beans and pork chop sis,0
Niccas be hating on my nicca Jeezy ... #RealTalk,1
RT @IJustBeChillinn: dont bitch then get mad when i stop trying lol,1
"Lmao the shovel video is pretty awesome, she went down like a ton of bricks lol. Gotta love honky riff raff savages. That is all.",0
"Accept your flaws and imperfections because that's what makes you, YOU! See I'm a fuck, small dick faggot with parents who don't love me.",1
Ummm...so the Happy Fairy apparently took a crap on my twitter and made it all...happy.,1
Every time my mom calls me it's to bitch at me about something lol,1
"&#8220;@TeeNaaasty: Half y'all hoes still got nut in y'all baby hairs , shut up &#128530;&#8221; http://t.co/YyFCNfqZPc",1
"RT @CzarofSwag: To the retards chanting USA at the FC Dallas game, Kansas is in the USA.",1
"I swear these anon fags go to protests just to take pictures to post to Twitter. ""Look, I was there...Like me""",1
RT @RnadJorell: &#8220;@_KudaBrazyy: @RnadJorell Knocked that bitch soul out her body lol&#8221; aha bruh cocked back an fired on that bitch,1
"@VictorSmith90 Lightweight, heavyweight don't matter. Still knock bitches out &#128074;&#128162;&#128170;",1
RT @Ranger1325: I'm waiting for all of you little bitches that whined about Bush to start speaking up about Obama and his wars. #Syria,1
"@GenuinelyOT lol, that pussy got rich niggas losing their minds too. Got Drizzy &amp; Breezy beef'd out, that puss is the devil's playground.",1
"I was in the 9 grade and this bitch said something and I went off about her momma and her. She was like ""I'm adopted""",1
#IfWeDate i eat da pussy better than a lesbian.,1
RT @LaBugg09: I love everybody ion hate these bitches,1
RT @Cancerous_Kevin: @TimRossComedy @Michael_Craig12 I feel like Tim Ross is a nigger,1
Flashin money but ya bitch nails not done..,1
"Brag bout your hoes, you prolly get 0 to no pussy.",1
"""@greggutfeld: a video an entire media will likely mock. http://t.co/XFr1cRXWSm"" i am such a crybaby",0
@shitballshonkey try me bitch boy,1
"Perhaps Ezra Miller is the first crack toward changing that, regardless of whether he identifies as queer over gay.",0
"""@PoemsPorn: Quote this tweet with your favorite animal.""pussy",1
butt chug 4lokos or nah,1
5:40 A.M. and still awake! YAY!!! Time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel!!!,0
@karlieu123 I can't help but notice you attempting to avoid acknowledging your very hairy pussy....,1
"You ain't got no job, no diploma, no money, bitch at your parents when they don't give you money for weed, yet We need to act like adults??",1
I'm really nice &#128557; but a bitch at times,1
@IvetteBrianna_ fag,1
&#8220;@NiggaImTatted: Cowboys win games during the regular season but when they get to the playoffs that trash af lol&#8221; hating ass nigga,1
I love fat bitches,1
RT @Livlopezzz: Let me make this clear I don't need no fucking body! I don't need none of you whack ass hoes too be friend &#128564;,1
SEnd y'all bitch asses fishing with us RT @ikesizzle: We ain't beat San Antonio all season I don't wanna play them nigguhs #straightup,1
@StriveForLight Report me for what bitch? You need to read the Twitter rules and guidelines. This ain't Facebook cunt.,1
Getting off twitter jigg trynna stress me out more I don't need this type of heat&#128553;,0
This bro is just rippin apart a bird about 10 feet from us.. #redtail #hawk http://t.co/tjAnr2pB,0
RT @timbvtcher: Old soul? More like young bitch.,1
"thanks for the follow @Jerry_Remy! I may be a @Yankees fan, but you guys are one of the best broadcasters in the @MLB!",0
@kieffer_jason u can have a tool bet u want shoot it tho pussy ass nigga but u can't through dem hands tho,1
Good they trash RT @jerseyzbest74: Niggas ate most of my chips ahoy cookies and the cookies havent been in the house 20 hours yet,1
#tweetlikelexi Nah we not gonna sit down we gonna walk it out bitch.,1
"Just to get u mad go on your search bar on here and search up ""stupid niggers"" &amp; hop on somebodys head then mention me lol @stonethegreat23",1
RT @MattAncheyta: Dumb bitch,1
@Tee_Bizzle nah bitch you like Pookie from new jack city,1
#Yankees got beaten by a thug,0
RT @JuanNDaCut: Explaining to a girl how u don't have hoes http://t.co/eY7lmc5i2W,1
I think you're in a bad mood from munching on hairy pussy.,1
"Horse racing, bitch.",1
"""HOW DO YOU KNOW MY TWITTER PASSWORD"" bitch please",1
Fuck around wit me n my niggas n we'll turn dis bitch inside out,1
Hoes always tryna say they look like a celebrity .... NO BITCH!!! You like the other hoe that love on krenshaw sit yo basic ass down,1
@ILIKECATS74 @bootyacid @sizzurp__ @yoPapi_chulo @brandonernandez because you're the ratchetest of them all bitch,1
These hoes going BROKE trying to look RICH. ACT your WAGE!,1
"When bitches say ""I want to cuddle."" It real is them speaking in code saying they want the D",1
This cowboys an redskins game was a hell of a game,0
"Yea, my bitch is crazy. So what?",1
That bitch came flyin in !!! Lmao.,1
&#128064; RT @Freegeezy17: This hoe got a school shirt on sucking dick &#128553;&#128553;&#128553;&#128553;&#128553;&#128553;,1
@CallME__Jetson hoe ass nigga. &#128529;,1
In da club makin movies. I feel like tyler perry. Fuckin niggas bitches.dey like why did.i gt married.,1
@Mrste617 wake and bake before school hoe !!!,1
RT @phishlicia: Ocho is approaching bitches,1
RT @pambesteder: **WOW* according to this tweet by @Tarascan68 Obama must have been an Uncle Tom? http://t.co/Klcsgy9JPW,0
me loving a hoe is ah No No,1
@Meeeesh1395 damn makin bitches jealous in reality &amp; Twitter/facebook. Prolly mad bc if her pic was posted it wouldnt be taken as a joke! &#128514;,1
"Yaaasss! RT @LoveMsLiz: When a hoe is talking about how they really don't be hoes..... &#128530; like girl, if you gotta explain it.. 9/10 a hoe.",1
Buddy slapped his rent stress out on that messy bitch. What I done told u hoes bout New York niggas &amp; they temper? #TrainVideo,1
Bobby bitch&gt;Hot nigga,1
@kayhay14 bitch back up I'm taken,1
RT @BoujieAssMeena: My bitches got pretty pussy&#128516;&#128516;&#128516;&#128540;&#128540;&#128540;,1
@dalmesquita13 you to bitch!,1
@Joey_D26 sweet comeback u fuckin herb I dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from NYC fag,1
Drop it down for a niggah,1
Ya last nicca couldn't beat it .. I hit it like a free throw!,1
"Word RT @Maxin_Betha: And pussy RT @HumbltonBanks And snacks RT @Aerin_Marie: Ladies, keep beer (cont) http://t.co/ssb5ERhd",1
"RT @basedamERICan: ""Aye fam you think you can line me up I saw a bad bitch in Mrs. Bridget's room"" http://t.co/OAl9WlJMgE",1
@Xianilee BOOM bitches !,1
"RT @OfficiallyIce: ""That's why you're so good at this game. Cause u sit on your unemployed nigger ass playing all day.""",1
"I found the ""boom, boom, boom, waaaaay ho"" girl. How the fuck does someone sing for 5 years and not progress at all? http://t.co/o6R9bYT5De",1
5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad I missed the free throw &#128514;&#128514;&#128514;,1
Took Uber to &amp; from thr shakey club last weekend. $12 total. Cheaper than the $20 parking. Had $8 extra to throw at the hoes.,1
RT @papichuIo: My soul mate probably some ho around the corner,1
"Nah fuck em bitter heat bitches ""@YeIIowbang: Funny seeing heat and bulls fans get along lol""",1
&#8220;@iDisrespectHoez: RT @JonRaff: Hate when a chick say go deeper when u already dishin out all u got #hoes&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;,1
@BarbaraF321 @ThirtyBirdy wow and there are white people and there are crackers. Guess which one u are.,1
when ah rich nigga want ur bitch it's nothing u can do... but hope she think about u on dem shopping sprees...,1
"@Briccone79 @pvvrivierenland ja moest van plisie niet meteen wild gaan denken.Juistja,willen wel meer mensen mij vertellen hoe k moet denken",0
"&#128557; RT @red_daddy17: But wait if he got a ole lady and still ""quenching yo girl"" is he a unfaithful water fountain for hoes?!?!",1
Yo own homegirls sayin you a bum bitch #Ooooostopflexingforigandtwitter,1
"RT @PowerCumminMax: Green/yellow fuel pump&gt;&gt;&gt;&gt;&gt;
#dieselstation",0
@DreadHeadxx bitch hallon,1
Ain't none of these hoes loyal none of em if I cloud show y'all the stuff be coming thru my phone....but that ain't none of y'all business,1
"RT @TrevonDeLorean: Bitches be 18 in 8th grade talking about ""I miss Bae"" &#128586;&#128107; naw bitch you missed graduation &#128563;&#128557;&#128557;&#128514;",1
And you kno we the opposite of down bitch we up http://t.co/qkFYwnFZqu,1
"I was eating &amp; my mom gon say ""damn calm down"" TF bitch I am CALM",1
RT @lonlontheone_15: Smoke sum bitch,1
RT @ItsWaltBitch: meth brownies,1
There are some retarded ass movies on Netflix,1
"RT @ItsDRecord: Bitches about to start that ""New year, New me"" bullshit.. You can't undo the numbers on that pussy thoo",1
RT @ErybdyHatesRiss: But I've made some hoes second guess themselves lol,1
RT @thecoreyholcomb: When gay girls suck pussy from a bitch who just took a plan B pill the other day that means the munching hoe ate plans&#8230;,1
Be my backbone every nicca need a spine,1
@zt0mm lucky monkey,0
fat bitches fat bitches heeeey,1
"RT @StealUrGirlBush: Like honestly if you are embarrassed to be around someone because of how they look, you're trash",1
"I find it hard to believe cee-lo raping hoes, it's too easy to get them panties off when you successful",1
faggots http://t.co/DMKbGhai1z,1
@denytheprophecy shit so Joel went off and swore at the kid and the kid was a fucking snitch nigga pussy and ratted on him &amp; got him -,1
"' Cause these hoes ain't loyal ! These niggas ain't either &#1041233; , when it go down you callin for hitters that you... http://t.co/wmrUwTwuJE",1
These nigs like saying they miss the old vice,1
Yo pussy ain't shit unless you had some jake from state farm in it,1
"Everywhere you look, all you see is hillbilly deluxe... Big timin in a small town. #smalltownproblems #neversaiditwasabadthing #brooksndunn",0
I snorted shit with more girls in my presence than a dude lmao coke head bitches..,1
RT @CurrenSy_Spitta: Some bitches think a trucker hat automatically makes them a model.....,1
""" i need a trippy bitch who fuck on Hennessy """,1
He called me a bitch. And he said he was changing? Do you call that changing? I don't think so. How about you go fuck yourself. #pissed,1
"""@kayreneeee_: Fuck wit us and then we tweakin hoe"" shmurda!",1
"@FeyeNody Ja zo denkt ieder wel 't zijne over zaken he. &amp; je mag mij noemen hoe je wilt, ben namelijk erg voor vrijheid van meningsuiting.",1
"RT @Griff_TheGreat: Drake said it best when he said ""Niggas act more like bitches these days!""",1
RT @youngtravo: If u ain't never had a pregnancy scare your pussy trash ladies #professortrav,1
@bossliyah_ DM me your number hoe,1
@JoeTheMailman @emilyrs But that bitch could care less about Benghazi victims!,1
RT @Heart_LessGirl: I know how in the moment people can be. Especially guys. So excuse me for not trusting you being fucked up around hoes.,1
Parsons trash,0
"@n0tsteven whatever you wall hackin pussy bich I'll fuk u up like I did ur mum, ur sis, ur step sis, ur mums mum, ur mums aunt 420 bich bich",1
"""@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;

They *are* fairy tale creatures.",0
@ohVixen I love laying in bed by myself because I have a twin size bed and bitches be takin up 3/4 and I ain't havin that,1
RT @lildurk_: How you wife dat bitch 2many niggas fucked from my clique 2many niggas actin so rich all dese boppin hoes on my dick #Maserati,1
@babyspittle @Kimmyincali @MartiniShark @SenatorReid Still blaming Bush? Fucking retard,1
Only niggah on my TL so getting off now,1
"""@fuckcamoclark: Roses are red and violets are blue and niggers are black, you know that's true."" @dylan72892",1
@Sisson11Noah there is a bird here on the ground and it's still alive I can't believe it,0
"@AceHudsonJr bitches tryna take all my money, g.",1
@anepicname only reason I wouldn't give it up is I ahve a fucking CATALOG on this bitch. Arcade games were fire.,1
@Bam_N_DeyMouth grindin cuzz thats all shit dont stop wats good witcha thou bitch you been mia too,1
RT @JeneBramel: Clever. RT @LanceMcAlister: Watch Burfict make the hit and then mock officials by throwing a flag on himself. https://t.co/&#8230;,0
I will beat a bitch ass tf,1
"Would you rather be a monkey or a gorilla? &#8212; Neither, they're both hairy! But if I had to choose, a monkey. They... http://t.co/h2RQF5OqWb",0
I see thru all you fake bitches &amp; niggas.,1
@ThatKid_Vicente thanks little bitch &#128526;,1
"@Wizards_DnD @JimZub tranny dragons, eh? I know some people that will love this!",0
"&#8220;@DShmee: Tom Brady slowly becoming washed?&#128064;&#8221;

Nah.. His weapons just trash",0
Niggas/bitches cheat cause mf's always think they gettin played,1
RT @Vonta624: @onDAT_Othershit @_KudaBrazyy when bout 5 bitches got together and thought of a reason to make they boyfriend claim them,1
"My manager @7FLyy new brand | PRE - ORDER NOW w/
 (404) 394-1570&#160;&#160;--&gt; @sevenflyy ""Red Lust"" &amp; ""Cherry White"" beanies http://t.co/LxjMBCTgJj",0
"The ""Yanks"" Are Coming: From Disparagement to Pride http://t.co/HoELpcbBg6",0
@EmmanuelRodz11 WILLIAN up in that hoe &#128514;&#128514;&#128514;&#128514;,1
"""@BeenBasedB: @_KudaBrazyy http://t.co/LuUBGL9Y5u"" 0 rings 0 mvps 0 bitches lol",1
RT @VictorSmith90: @vnksmith16 be out here fighting bitches like its legal,1
You got that pussy nigga disease ain't no curing ya,1
My dad goes son of a bitch and just lights a cigarette in the kitchen... Oh&#128514;&#128514;&#128514;&#128514;,1
bitches please in napa fewer than 100 people were injured and literally 2 of those were reported as critical,1
Flo is a bad bitch,1
gonna have them pussies mix up some concrete today. teach them to pose like me. I am a badass motherfucker. and I will let you be too (:,1
Then the Mexican bitch wanna speak some other fuckin language &amp; then give attitude. Can't speak right ass! Tf,1
That bitch said her pussy pops severely thoe &#128514;&#128514;&#128514;&#128514;,1
"RT @itscoleharmon_: Top 3 Lies girls tell on twitter
1. My DMs don't work
2. Why is my twitter unfollowing people
3. I'm not a hoe",1
pancakes trash,0
@Tee_Bizzle shut up bitch,1
RT @Ilovebamf: #tbt with these bitches glad I met these fucks @Savage_530 @Brandonjw02 @JP_Gentleman #Friend&#128563; http://t.co/NHEeCJ7ukb,1
RT @Brit_Stratton: Justification of my bitch face. Thanks @zzachbarness. http://t.co/A6giLjeE4x,1
@jaimescudi_ lmao fucking bitch ima whoop you like a did yesterday but I'm trying to update the roster you down?,1
&#8220;@iDntWearCondoms: U get what u put in. If all u offering is pussy don't be mad when all u receive is dick&#8221; &#128588;,1
@sbsylvester @kieffer_jason @hunterbuch66 bitch that doesn't even make any sense bitch.,1
"Nicki said ""fuck those skinny bitches""...uh oh",1
@ashleyrike sick bitch!!,1
&#8220;@wassssupsarah: Car hopping is a different world these ghetto guys tried asking for my number LOL&#8221; did they have to be ghetto Tho ?,0
fuck twitter i aint getting on this bitch no more &#9996;&#65039;&#128545;&#128299;,1
Why is it everytime I go to cracker barrel the girl with great tits that seats you who is your waitress nope its the chick with 2 teeth,1
"RT @RealNiggaSherm: ""@1stBlocJeremiah: @RealNiggaSherm bitch"" bitch wassup",1
So I we gotta find a new house because the land lord being a bitch but we getting a waaaay better house so it's all good lol,1
@oak_log check yer phone nigger,1
&#8220;@LuaBoo: Niggas over 6'2 with long ass monkey arms make the best cuddle buddies....so I heard&#8221; ahaha a female told me this once&#128514;&#128514;&#128514;,1
"I like beamers benzes and porches, i like my bitches imported",1
RT @Royals: #Royals win!! KC with a 2-0 blanking of the Yankees to take the series in the Bronx! #BeRoyalKC,0
@mingtong007 you still are a cunt,1
"It's summer bitches 
&#128139;&#127802;&#127774;&#128132;&#128142; http://t.co/JxqonTfiUq",1
@FunnyPicsDepot he's a greaser,0
Every spic cop in #LosAngeles has raped or has thought about raping a white woman. That's why those half-breeds get jobs as pigs.,1
"Lifes a bitch and then ya die, thats why we get high",1
"I Was Down for A Minute , them bitches left a Nigga 
Them hoes forgot about me , like they neva met a nigga",1
Lakers are a purple and yellow garbage can,0
&#8220;@ghostriderJ1: Yankees will never have someone wear a single digit uniform again after this season&#8221; Wow. Shows that is an epic organization,0
"RT @_BredDIFFERENT: They on a bitch , yeah they want a bitch",1
Rape a ho Ben! Lol,1
I swear I heard that bitch creak,1
If you texting other niggas just let me know so I can find me some other bitches. No hard feelings,1
@DickDankstardly did you smile like a retard when you were a kid? It took me till like 5th grade before I learned how to naturally smile,1
"@_fullawhite haha my nigga coco :,) I can't wait to fuckkk like a hunna hoes this summer haha jk",1
Average is basic and basic is trash &#128514;&#128514;,0
I can just set that hoe on fire &#128514;&#128514;&#128074;&#128080;&#128080;&#9996;&#65039;,1
@pussyjuices drink pussy juice nigga,1
let the hoe ass falcons get steven wackson and our 1st rd pick,1
"Put your hands down bitch, I ain't gon shoot you",1
@SacTownProdigy lol just like RGIII and go out like a weak bitch and return the next year and win 3 games,1
RT @tonyrobbins: Piers Morgan to Charlie Sheen: &#8220;You were taking Cocaine&#8230;&#8221; Charlie Sheen: &#8220;I wasn&#8217;t taking it. I had to pay for it.&#8221; via ...,0
"Did Miguel just ""Hulkamania Leg Drop"" a bitch from the top rope???",1
"Cunts, cunts everywhere.",1
"RT @__chuuu_: I want this ""bad bitch"" epidemic to be over so fast bruh...fees can't write a sentence with proper subject-verb agreement now&#8230;",1
RT @BadNewsAli: You really are a faggot if you say that match was bad. Stop watching,1
"Lmaoo &#8220;@LeanandCuisine: Bad bitch: Can I hit that?

""You matching or.....?""

Bad bitch: *bats eyelashes*

"".........are you matching or?""&#8221;",1
Beautiful Fairy Elegant Dress http://t.co/ouxWbYTUt6,0
Lil bitch with enough ass &amp;&amp; a future &#128525;&#128536;,1
I lied the fair isn't the only place Reno girls dress up like cowgirl sluts NITC hash tag bitches,1
"@petehelm yeah, but Sting was already a proven draw. this is apples and oranges. he signs people with the sole purpose of burying them.",0
"I can't believe I'm jealous! All I can think is, ""What goddamn bitch was in your room to take a pic of you in bed with your shirt off?"". -_-",1
"RT @ReginaPucket: http://t.co/6nqmor8ybC BREAKING DAWN/ I often think about what used to be and was
With rose-colored glasses and a gentle &#8230;",0
RT @Slickem_hound Yall still getting y'all face beat igggggy + you still taking pics with a face full of pussy nut?Dawg yoi a slut!,1
Boy these downlow niccas should be ashamed,1
"RT @iKickBabies__: Girls favorite line &#128073; ""go talk to yo hoes"" &#128514;&#128514;&#9995;",1
@Poffalicious hell no man I'm retarded good at situps.. that run was weak tho,1
Just seen a pic comparison of Lou Holtz and he grandma off Beverly hillbillies and I can't stop crying tears of unfathomable hilarity.,0
@prihncess bitch,1
@sbsylvester @kieffer_jason @hunterbuch66 bitch u ugly then hoe,1
Good day spent with my faggot,1
RT @JohnnyFootbalI: Saw some bitch texting and driving so I rolled down my window and hucked my beer at her. Johnny fuckin patrol keeping t&#8230;,1
"When you have everything they want &amp; you're doing everything they can't, bitches are going to talk shit. Don't let them stop your shine",1
"@whiteangelss84 @fields_devante bitch stfu u livin off our tax money too, we pay shit just like u so don't get that white power shit to head",1
@DHSJournal I run CP in our community. Local cops treat ppl like trash for that. I hate it. Makes ppl think its a waste,0
"His big ass smile, his eyes is chink.",1
"Goldiggers wanna marry me, somebody tell them hoes to see therapy.",1
Diets aren't for alcoholics.......a bitch be tipsy quick from eating veggies and shit,1
The left tho RT @BelloDisastro_: &#8220;@DJZeeti: twitpic a selfie with a bad bitch&#8221; &#127851;&#127851;&#127851; http://t.co/9X0CkRTgVr,1
RT @PatVPeters: Texas ranchers: Terrorists reportedly caught at border; feds clam up http://t.co/1vynD9zbpH,0
' All the hoes loyal &#1041205;&#1041205;&#1043358;&#1043215;,1
So I guess I want to be ghetto my dad was poor ... Not in morals or in standards my grandfather was poor... He was great man tho,1
@c00ntact @KevinI bumcia is trash smfh I would've thought he would have gone after Khan but what you said makes sense,0
&#128073; RT @Pr3ttyN33: Don't like me ??? Have a &#128186;with the rest of the bitches waiting for me to give a fuck &#128540;&#128129;,1
RT @benjibrown1: U hoes are super basic that give S/Os to ppl liking yall IG pics..,1
*bitch breathes* me: could you not?,1
Don't bring dat police ass nicca round me,1
@tayscalf must have run out of brownies,0
RT @iAm_Sashaa: @1stBlocJeremiah corny ass hoes always got my name in they mouth.,1
"Stupid freshman bitches that walk like slow as hell and u can't get around them, hurry the fuck up sloth",1
"Have you heard &#8216;guala shit Featuring: chase-da-doe,r.o.m.e.,and the boy big&#8217; by Joseph Chase Rinche on #SoundCloud? https://t.co/OOGNA1zNcR",1
"RT @rickygervais: Jesus loves you, but everyone else thinks you're a right cunt.",1
I think I just gotta accept the fact that all these bitches gonna be hoes til they around the age of 27 and life will be a lot easier,1
"@ploppy74 
And you a funny ofay! My mammy woulda been happy I made friends wit da folk dat brought us to da new world in chains",1
RT @SammyLightning_: Screw these hoes http://t.co/HBbEX5cIEB,1
"hate when you point out truths to people, and they flip the script like you're in the wrong, bitch what ?",1
RT @NorrisDaGod: I ain't never had a basic bitch.. Never will &#128175;,1
' Is this Jody ? The niggah that got ma Boo Pregnant ? The niggah that can't take responsibilities as a... http://t.co/7ufNJ2NJhp,1
He has hickeys on him an its like yeah bitches that's mine and he's like not even trying to hide them. Makes me feel good about life.,1
The fucking Royals bitch! Work!,1
TV makes these hoes seem more attractive. *yawns*,1
And ha bitch break down my weed sometimes,1
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HiddenCams | Amateur boy fucking bitch hiddencam http://t.co/Bt8C6qQCTd",1
"I'm not defending Ray Rice but that double standard is a bitch, ain't it http://t.co/PlKFb3LNEM",1
RT @CauseWereGuys: Marilyn Monroe was the biggest hoe of all time... bitches worship her like she got a Nobel Prize and all she did was fuc&#8230;,1
"RT @GayAtHomeDad: Somewhere out there, a redneck is jerking off with a hand he'll lose in a firework accident tomorrow.",1
"@xDavilunAx ew pussy buy a fucking xbone , u got dat Puppy muny",1
I don't fuck wit bitches that listen to that EDM shit for some reason them bitches be havin mad energy and I like to chill,1
@LeMochaMojito bitch who is you?,1
people be shooting their guns around here late as fuck got me thinking they tryna shoot my black ass 4 jammin jiggaboo music,1
never trust a hoe,1
But atleast they let me know...ur a faggot if u keep those type of twitter secrets,1
"RT @thatsryann: If you think your mans cheating, you take him to that bitches house and see if his wifi connects&#128074;",1
Beyonc&#233; more of a hipster bitch wit no hips these days,1
"look at that bitch right there, right there #hannnnnn",1
"I just read prolly 11 tweets from 11 different girls about how their looong relationship ended today.. Daaaamn.. ""Yo hoe will get SLAYED""",1
